ram_gb,weight_kg,inches,Price_in_euros
8.0,2.0,15.6,1064.0
16.0,1.1,14.0,2099.0
8.0,1.05,13.3,1672.0
8.0,2.3,15.6,597.0
8.0,1.13,14.0,2282.0
8.0,1.25,13.5,1799.0
16.0,1.95,14.0,2599.0
4.0,2.3,15.6,598.9
4.0,1.25,11.6,297.0
12.0,2.2,15.6,899.0
8.0,2.2,15.6,685.0
8.0,2.2,15.6,739.0
16.0,2.65,15.6,1499.0
16.0,2.77,17.3,1799.0
4.0,1.5,14.0,298.0
8.0,1.37,13.3,2025.0
8.0,1.29,13.3,1999.0
16.0,1.42,14.0,2824.0
16.0,2.02,15.6,1049.0
4.0,2.4,15.6,387.0
4.0,1.75,14.0,499.0
16.0,2.4,15.6,1403.0
8.0,1.6,14.0,859.0
16.0,1.3,14.0,1495.0
6.0,2.8,17.3,649.0
8.0,1.13,14.0,2049.0
4.0,1.91,15.6,499.0
4.0,2.1,15.6,447.0
4.0,1.65,13.3,849.0
8.0,2.18,15.6,713.99
4.0,1.9,15.6,825.0
8.0,3.0,17.3,1168.0
8.0,2.3,15.6,522.99
8.0,1.49,13.3,960.0
8.0,2.2,15.6,499.0
8.0,2.2,15.6,799.0
4.0,1.76,14.0,585.0
6.0,1.54,15.6,831.0
8.0,2.0,14.0,1094.0
8.0,2.63,17.3,1080.0
8.0,1.55,13.3,659.0
4.0,2.2,15.6,469.0
8.0,2.04,15.6,1070.0
8.0,2.31,15.6,1534.0
12.0,2.62,15.6,1249.0
4.0,1.4,14.0,265.0
8.0,1.25,14.0,1535.0
8.0,1.93,15.6,1369.0
4.0,1.49,13.3,675.0
8.0,2.0,15.6,399.0
4.0,1.86,15.6,398.49
8.0,1.95,15.6,1097.0
8.0,2.7,17.3,1486.77
4.0,2.2,15.6,720.32
8.0,1.2,13.3,1460.0
4.0,1.15,11.6,269.0
4.0,2.18,15.6,739.0
16.0,0.91,12.5,1950.0
4.0,2.5,17.3,699.0
4.0,2.25,15.6,359.0
32.0,4.42,17.3,3588.8
8.0,2.59,15.6,2229.0
12.0,2.15,15.6,659.0
8.0,1.95,15.6,1390.0
8.0,1.1,12.5,1790.0
8.0,2.54,17.3,489.0
16.0,1.18,12.5,1859.0
8.0,2.0,15.6,793.0
16.0,1.22,13.3,1649.0
4.0,2.4,15.6,559.0
4.0,2.2,15.6,274.9
12.0,3.35,17.3,1999.0
16.0,1.1,13.3,1748.9
8.0,2.04,15.6,846.5
4.0,1.9,15.6,368.0
4.0,1.76,14.0,755.0
4.0,3.0,17.3,702.0
4.0,2.1,15.6,780.0
2.0,1.15,11.6,304.45
8.0,1.96,15.6,679.0
4.0,1.5,11.6,375.0
8.0,2.59,15.6,1561.0
4.0,2.04,15.6,742.0
8.0,1.36,14.0,1427.0
8.0,2.0,15.6,1299.0
4.0,2.2,15.6,682.0
4.0,1.4,11.6,269.0
8.0,1.22,13.3,979.0
8.0,2.2,15.6,745.0
8.0,1.91,15.6,618.99
16.0,2.4,15.6,1199.0
4.0,1.4,11.6,435.0
16.0,2.59,15.6,1339.0
16.0,2.73,17.3,2049.9
8.0,1.32,14.0,1799.0
8.0,1.26,12.5,1713.37
16.0,2.8,17.3,1396.0
8.0,1.34,13.3,1189.0
6.0,2.8,17.3,859.0
12.0,2.77,17.3,999.0
8.0,1.49,13.3,1090.0
4.0,2.2,15.6,572.0
4.0,2.19,15.6,298.0
24.0,4.33,17.3,1269.0
8.0,2.0,15.6,581.9
4.0,1.88,15.6,932.0
16.0,2.8,17.3,1299.0
4.0,2.1,15.6,395.0
8.0,1.95,15.6,1199.0
4.0,2.1,15.6,426.0
8.0,1.2,13.3,1449.9
8.0,2.62,15.6,899.0
8.0,2.4,15.6,1199.0
8.0,2.2,15.6,800.0
8.0,1.48,13.3,1629.0
8.0,2.2,15.6,519.0
4.0,1.86,15.6,258.0
16.0,4.42,17.3,2456.34
